record_identifier,issue_type,issue_detail,action_taken
ORD027233,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027317,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027356,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027386,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027397,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027429,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027442,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027444,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027445,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027482,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027499,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027524,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027572,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027599,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027608,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027635,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027657,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027755,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027814,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027825,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027826,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027875,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027885,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD027886,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028156,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028222,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028250,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028266,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028278,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028314,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028377,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028382,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028384,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028414,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028417,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028421,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028428,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028435,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028440,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028460,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028472,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028481,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028529,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028562,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028603,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028640,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028696,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028708,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028732,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028734,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028839,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028846,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028878,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028891,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028933,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028974,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028977,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028984,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028991,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD028997,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029035,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029036,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029101,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029207,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029291,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029313,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029316,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029343,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029405,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029430,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029466,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029521,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029548,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029554,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029583,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029638,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029716,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029741,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029790,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029845,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029964,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029990,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD029994,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030007,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030026,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030041,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030047,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030103,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030105,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030113,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030162,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030194,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030265,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030290,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030313,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030352,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030353,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030356,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030362,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030420,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030428,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030449,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030494,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030591,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030598,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030610,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030618,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030758,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030851,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030854,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030887,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030895,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030906,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030932,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030944,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD030984,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031020,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031027,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031056,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031079,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031096,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031124,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031140,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031170,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031213,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031337,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031345,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031350,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031361,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031373,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031377,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031383,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031385,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031392,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031395,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031412,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031440,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031462,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031468,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031482,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031483,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031541,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031549,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031550,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031720,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031804,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031843,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031845,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031867,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031917,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031948,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031973,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031975,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031985,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD031986,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032002,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032016,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032065,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032139,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032142,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032158,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032232,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032259,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032317,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032437,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032477,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032487,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD032491,MISSING_VALUE,Missing discount_pct,IMPUTED
ORD001229,OUTLIER_VALUE,Price 13909.20 AED exceeds maximum 10000,CAPPED
ORD001551,OUTLIER_VALUE,Price 28246.90 AED exceeds maximum 10000,CAPPED
ORD001594,OUTLIER_VALUE,Price 18360.00 AED exceeds maximum 10000,CAPPED
ORD001720,OUTLIER_VALUE,Price 40957.05 AED exceeds maximum 10000,CAPPED
ORD001763,OUTLIER_VALUE,Price 47827.20 AED exceeds maximum 10000,CAPPED
ORD001854,OUTLIER_VALUE,Price 28716.50 AED exceeds maximum 10000,CAPPED
ORD002010,OUTLIER_VALUE,Price 33967.50 AED exceeds maximum 10000,CAPPED
ORD003592,OUTLIER_VALUE,Price 13354.65 AED exceeds maximum 10000,CAPPED
ORD004605,OUTLIER_VALUE,Price 34867.80 AED exceeds maximum 10000,CAPPED
ORD005498,OUTLIER_VALUE,Price 11813.60 AED exceeds maximum 10000,CAPPED
ORD006085,OUTLIER_VALUE,Price 20348.10 AED exceeds maximum 10000,CAPPED
ORD006087,OUTLIER_VALUE,Price 31024.90 AED exceeds maximum 10000,CAPPED
ORD006755,OUTLIER_VALUE,Price 26164.65 AED exceeds maximum 10000,CAPPED
ORD007123,OUTLIER_VALUE,Price 27655.90 AED exceeds maximum 10000,CAPPED
ORD007172,OUTLIER_VALUE,Price 17923.00 AED exceeds maximum 10000,CAPPED
ORD007631,OUTLIER_VALUE,Price 49231.35 AED exceeds maximum 10000,CAPPED
ORD008511,OUTLIER_VALUE,Price 10778.80 AED exceeds maximum 10000,CAPPED
ORD008716,OUTLIER_VALUE,Price 24335.50 AED exceeds maximum 10000,CAPPED
ORD008931,OUTLIER_VALUE,Price 19641.20 AED exceeds maximum 10000,CAPPED
ORD009087,OUTLIER_VALUE,Price 35765.20 AED exceeds maximum 10000,CAPPED
ORD009090,OUTLIER_VALUE,Price 40076.25 AED exceeds maximum 10000,CAPPED
ORD009462,OUTLIER_VALUE,Price 33356.80 AED exceeds maximum 10000,CAPPED
ORD009722,OUTLIER_VALUE,Price 16429.00 AED exceeds maximum 10000,CAPPED
ORD009929,OUTLIER_VALUE,Price 16814.40 AED exceeds maximum 10000,CAPPED
ORD010197,OUTLIER_VALUE,Price 40474.90 AED exceeds maximum 10000,CAPPED
ORD010489,OUTLIER_VALUE,Price 58243.35 AED exceeds maximum 10000,CAPPED
ORD010541,OUTLIER_VALUE,Price 11209.60 AED exceeds maximum 10000,CAPPED
ORD010559,OUTLIER_VALUE,Price 46467.75 AED exceeds maximum 10000,CAPPED
ORD010575,OUTLIER_VALUE,Price 26190.90 AED exceeds maximum 10000,CAPPED
ORD010939,OUTLIER_VALUE,Price 27843.30 AED exceeds maximum 10000,CAPPED
ORD011601,OUTLIER_VALUE,Price 27413.10 AED exceeds maximum 10000,CAPPED
ORD011661,OUTLIER_VALUE,Price 33115.20 AED exceeds maximum 10000,CAPPED
ORD011749,OUTLIER_VALUE,Price 10416.20 AED exceeds maximum 10000,CAPPED
ORD012093,OUTLIER_VALUE,Price 19453.05 AED exceeds maximum 10000,CAPPED
ORD012585,OUTLIER_VALUE,Price 50651.85 AED exceeds maximum 10000,CAPPED
ORD012914,OUTLIER_VALUE,Price 30978.50 AED exceeds maximum 10000,CAPPED
ORD013192,OUTLIER_VALUE,Price 34613.10 AED exceeds maximum 10000,CAPPED
ORD013517,OUTLIER_VALUE,Price 59537.85 AED exceeds maximum 10000,CAPPED
ORD014029,OUTLIER_VALUE,Price 45870.60 AED exceeds maximum 10000,CAPPED
ORD014488,OUTLIER_VALUE,Price 34194.30 AED exceeds maximum 10000,CAPPED
ORD014650,OUTLIER_VALUE,Price 10084.80 AED exceeds maximum 10000,CAPPED
ORD016136,OUTLIER_VALUE,Price 40285.10 AED exceeds maximum 10000,CAPPED
ORD017099,OUTLIER_VALUE,Price 11209.60 AED exceeds maximum 10000,CAPPED
ORD017447,OUTLIER_VALUE,Price 14615.80 AED exceeds maximum 10000,CAPPED
ORD018180,OUTLIER_VALUE,Price 28387.70 AED exceeds maximum 10000,CAPPED
ORD019135,OUTLIER_VALUE,Price 21538.00 AED exceeds maximum 10000,CAPPED
ORD020144,OUTLIER_VALUE,Price 20206.95 AED exceeds maximum 10000,CAPPED
ORD020218,OUTLIER_VALUE,Price 35581.50 AED exceeds maximum 10000,CAPPED
ORD020841,OUTLIER_VALUE,Price 15898.65 AED exceeds maximum 10000,CAPPED
ORD021534,OUTLIER_VALUE,Price 59429.10 AED exceeds maximum 10000,CAPPED
ORD021744,OUTLIER_VALUE,Price 41483.85 AED exceeds maximum 10000,CAPPED
ORD022676,OUTLIER_VALUE,Price 18181.60 AED exceeds maximum 10000,CAPPED
ORD022709,OUTLIER_VALUE,Price 45077.70 AED exceeds maximum 10000,CAPPED
ORD023226,OUTLIER_VALUE,Price 42581.55 AED exceeds maximum 10000,CAPPED
ORD024223,OUTLIER_VALUE,Price 22403.85 AED exceeds maximum 10000,CAPPED
ORD024471,OUTLIER_VALUE,Price 13733.10 AED exceeds maximum 10000,CAPPED
ORD024638,OUTLIER_VALUE,Price 40036.60 AED exceeds maximum 10000,CAPPED
ORD024996,OUTLIER_VALUE,Price 22601.00 AED exceeds maximum 10000,CAPPED
ORD025036,OUTLIER_VALUE,Price 18831.40 AED exceeds maximum 10000,CAPPED
ORD025405,OUTLIER_VALUE,Price 13821.60 AED exceeds maximum 10000,CAPPED
ORD025437,OUTLIER_VALUE,Price 36774.60 AED exceeds maximum 10000,CAPPED
ORD025671,OUTLIER_VALUE,Price 27010.70 AED exceeds maximum 10000,CAPPED
ORD026262,OUTLIER_VALUE,Price 21809.80 AED exceeds maximum 10000,CAPPED
ORD026708,OUTLIER_VALUE,Price 11198.90 AED exceeds maximum 10000,CAPPED
ORD026802,OUTLIER_VALUE,Price 12143.85 AED exceeds maximum 10000,CAPPED
ORD027060,OUTLIER_VALUE,Price 37814.10 AED exceeds maximum 10000,CAPPED
ORD027080,OUTLIER_VALUE,Price 36544.35 AED exceeds maximum 10000,CAPPED
ORD027883,OUTLIER_VALUE,Price 60639.00 AED exceeds maximum 10000,CAPPED
ORD028271,OUTLIER_VALUE,Price 50707.65 AED exceeds maximum 10000,CAPPED
ORD028417,OUTLIER_VALUE,Price 24638.40 AED exceeds maximum 10000,CAPPED
ORD029313,OUTLIER_VALUE,Price 23530.40 AED exceeds maximum 10000,CAPPED
ORD029706,OUTLIER_VALUE,Price 41119.65 AED exceeds maximum 10000,CAPPED
ORD029972,OUTLIER_VALUE,Price 23070.75 AED exceeds maximum 10000,CAPPED
ORD030122,OUTLIER_VALUE,Price 31636.80 AED exceeds maximum 10000,CAPPED
ORD030170,OUTLIER_VALUE,Price 21607.00 AED exceeds maximum 10000,CAPPED
ORD030285,OUTLIER_VALUE,Price 18831.40 AED exceeds maximum 10000,CAPPED
ORD030532,OUTLIER_VALUE,Price 46467.75 AED exceeds maximum 10000,CAPPED
ORD031000,OUTLIER_VALUE,Price 22820.40 AED exceeds maximum 10000,CAPPED
ORD031289,OUTLIER_VALUE,Price 22257.75 AED exceeds maximum 10000,CAPPED
ORD031430,OUTLIER_VALUE,Price 15137.50 AED exceeds maximum 10000,CAPPED
ORD031944,OUTLIER_VALUE,Price 30924.45 AED exceeds maximum 10000,CAPPED
ORD032274,OUTLIER_VALUE,Price 24301.60 AED exceeds maximum 10000,CAPPED
ORD032289,OUTLIER_VALUE,Price 25240.80 AED exceeds maximum 10000,CAPPED
2024-12-07_P0187,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-12-05_P0280,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-30_P0157,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-28_P0022,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-23_P0208,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-21_P0241,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-18_P0196,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-15_P0175,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-12_P0202,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-11-11_P0175,IMPOSSIBLE_VALUE,Negative stock -15 corrected to 0,CORRECTED
2024-12-03_P0010,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-12-02_P0295,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-12-01_P0250,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-12-01_P0268,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-27_P0115,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-25_P0139,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-23_P0103,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-21_P0088,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-18_P0151,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
2024-11-15_P0208,OUTLIER_VALUE,Extreme stock 9999 capped to 500,CAPPED
